work_order,lot,work_center,mo_id,real_duration,status,qc_fail,product_type,date_finished,week,year,month,prod_name,prod_number
[ABC-0005] APD Calibration - Angie,1002240-001-0000000398,[WC-E060] APD Calibration Rig,MO/03665,2587.65,done,,Engine,2021-03-15 00:04:39.076497,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000398,[WC-E010] Engine Code Load Rig,MO/03665,0.22,done,,Engine,2021-03-12 22:07:42.820258,10.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000398,[WC-E020] Top Engine Assembly Station,MO/03665,0.69,done,,Engine,2021-03-12 23:06:57.213152,10.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000398,[WC-E030] Laser Calibration Rig,MO/03665,33.7,done,Yes,Engine,2021-03-13 02:21:41.224541,10.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000398,[WC-E030] Laser Calibration Rig,MO/03665,1.12,done,,Engine,2021-03-13 01:38:52.418413,10.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ABC-0005] APD Calibration - Angie,1002240-001-0000000399,[WC-E060] APD Calibration Rig,MO/03673,2806.73,done,Yes,Engine,2021-03-19 02:15:11.444542,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000399,[WC-E010] Engine Code Load Rig,MO/03673,6.03,done,,Engine,2021-03-15 22:53:20.508915,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000399,[WC-E020] Top Engine Assembly Station,MO/03673,104.6,done,,Engine,2021-03-16 00:38:00.797677,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000399,[WC-E030] Laser Calibration Rig,MO/03673,14.95,done,Yes,Engine,2021-03-17 00:18:41.049674,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000399,[WC-E030] Laser Calibration Rig,MO/03673,1396.89,done,,Engine,2021-03-17 00:03:16.864274,11.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
GA Motor Build,1001382-005-0000000572,[WC-MOT020] Motor Assembly Station,MO/03667,123.56,done,,,2021-03-13 04:09:58.639377,10.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000572,[WC-MOT030] Motor Tests,MO/03667,1.46,done,,,2021-03-13 04:13:07.124611,10.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000572,[WC-SH130] Acoustic Test Rig,MO/03667,0.26,done,,Sensor Head,2021-03-13 04:18:29.998311,10.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000572,[WC-MOT010] Motor Code Load,MO/03667,0.13,done,,,2021-03-13 02:05:22.318839,10.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000573,[WC-MOT020] Motor Assembly Station,MO/03668,29.81,done,,,2021-03-15 02:27:39.229050,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000573,[WC-MOT030] Motor Tests,MO/03668,1.6,done,,,2021-03-15 02:34:21.046917,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000573,[WC-SH130] Acoustic Test Rig,MO/03668,0.25,done,,Sensor Head,2021-03-15 03:53:53.929016,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000573,[WC-MOT010] Motor Code Load,MO/03668,0.25,done,,,2021-03-14 22:35:06.841365,10.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,0.08,done,,Systems,2021-03-15 05:19:48.260905,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,0.72,done,,Systems,2021-03-17 00:44:10.235726,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] Eye Safety - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03670,1.99,done,,Systems,2021-03-17 00:42:09.579156,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,3.45,done,,Systems,2021-03-17 00:48:51.204630,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,7.4,done,,Systems,2021-03-17 00:56:19.574528,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,0.52,done,,Systems,2021-03-17 00:45:19.344618,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002444,[WC-L010] LIDAR Assembly Station,MO/03670,0.24,done,,Systems,2021-03-15 05:19:38.669785,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,0.46,done,,Systems,2021-03-17 00:44:41.854649,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L040] LIDAR System Calibration Rig,MO/03670,2629.9900000000002,done,,Systems,2021-03-16 23:45:12.392034,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,1.35,done,,Systems,2021-03-17 00:57:47.410688,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L050] LIDAR Performance Measurement Rig,MO/03670,0.06,done,,Systems,2021-03-17 00:57:56.069423,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002444,[WC-L090] LIDAR System Release Rig,MO/03670,0.04,done,,Systems,2021-03-17 00:58:01.587334,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002444,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03670,1.14,done,,Systems,2021-03-17 00:43:23.149817,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[CDT-0007] Sled Directivity Test - G6 Sled Txcvr R213,1007041-001-0000000016,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03681,10.71,done,,Sensor Head,2021-03-19 03:59:01.717116,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Coaxial Sled Assembly - G6 Sled Txcvr R213,1007041-001-0000000016,[WC-SH010]  Coaxial Core Assembly Station,MO/03681,2.7,done,,Sensor Head,2021-03-19 02:19:35.646766,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TDT-0008] Transceiver Directivity Test  - G6 Sled Txcvr R213,1007041-001-0000000016,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03681,18.37,done,,Sensor Head,2021-03-19 04:48:32.060437,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Transceiver Assembly - G6 Sled Txcvr R213,1007041-001-0000000016,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03681,1.26,done,,Sensor Head,2021-03-19 04:00:22.725295,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TZA-0003] Transceiver Calibration - G6 Sled Txcvr R213,1007041-001-0000000016,[WC-SH050] Transceiver Calibration Rig,MO/03681,4.43,done,,Sensor Head,2021-03-19 04:30:05.175526,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[CDT-0007] Sled Directivity Test - G6 Sled Txcvr R213,1007041-001-0000000017,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03682,21.41,done,,Sensor Head,2021-03-24 02:37:00.853831,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Coaxial Sled Assembly - G6 Sled Txcvr R213,1007041-001-0000000017,[WC-SH010]  Coaxial Core Assembly Station,MO/03682,2.33,done,,Sensor Head,2021-03-24 02:15:29.887842,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TDT-0008] Transceiver Directivity Test  - G6 Sled Txcvr R213,1007041-001-0000000017,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03682,45.78,done,,Sensor Head,2021-03-24 04:41:26.266106,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
Transceiver Assembly - G6 Sled Txcvr R213,1007041-001-0000000017,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03682,1.45,done,,Sensor Head,2021-03-24 03:22:35.582255,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
[TZA-0003] Transceiver Calibration - G6 Sled Txcvr R213,1007041-001-0000000017,[WC-SH050] Transceiver Calibration Rig,MO/03682,11.91,done,,Sensor Head,2021-03-24 03:34:35.616424,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU5:TRANSCEIVER (copy),1007041-001
GA Motor Build,1001382-005-0000000574,[WC-MOT020] Motor Assembly Station,MO/03684,0.47,done,,,2021-03-18 21:52:25.606488,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000574,[WC-MOT030] Motor Tests,MO/03684,1.75,done,,,2021-03-19 01:46:50.345949,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000574,[WC-SH130] Acoustic Test Rig,MO/03684,0.22,done,,Sensor Head,2021-03-19 02:42:15.453104,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000574,[WC-MOT010] Motor Code Load,MO/03684,3.45,done,,,2021-03-18 03:43:10.109883,11.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[ABC-0005] APD Calibration - Angie,1002240-001-0000000340,[WC-E060] APD Calibration Rig,MO/03689,0.59,done,,Engine,2021-03-22 04:50:24.658770,12.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[CL-0002] Code Load - Angie,1002240-001-0000000340,[WC-E010] Engine Code Load Rig,MO/03689,0.24,done,,Engine,2021-03-22 04:46:45.990926,12.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Engine Top Assembly - Angie,1002240-001-0000000340,[WC-E020] Top Engine Assembly Station,MO/03689,0.49,done,,Engine,2021-03-22 04:47:19.249872,12.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[ESM-0010] SMSR Laser - Angie,1002240-001-0000000340,[WC-E030] Laser Calibration Rig,MO/03689,0.61,done,,Engine,2021-03-22 04:49:07.685852,12.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
[LC-0005] Laser Calibration - Angie,1002240-001-0000000340,[WC-E030] Laser Calibration Rig,MO/03689,0.79,done,,Engine,2021-03-22 04:48:10.723665,12.0,2021.0,March    ,ASSY:ANGIE:TOPENG:BLUE,1002240-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,0.09,done,,Systems,2021-04-01 03:36:49.244069,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03690,0.11,done,,Systems,2021-03-19 05:46:01.502804,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Distance Accuracy - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,0.84,done,,Systems,2021-04-01 03:50:19.171448,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[ESR-0009] - Eye Safety -1CH LIDAR - G6,1006114-001-0000002445,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03743,1.19,done,,Systems,2021-04-01 03:49:11.919104,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
FOV Test - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,1.25,done,,Systems,2021-04-01 03:56:44.320549,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Free Space Horns Test - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,12.39,done,,Systems,2021-04-01 04:09:11.685561,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Intensity Calibration Check - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,0.4,done,,Systems,2021-04-01 03:55:24.446739,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002445,[WC-L010] LIDAR Assembly Station,MO/03690,0.85,done,,Systems,2021-03-19 05:45:49.591601,11.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002445,[WC-L010] LIDAR Assembly Station,MO/03743,0.2,done,,Systems,2021-04-01 03:08:49.798598,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LFT-0001] POD Range Test - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,4.54,done,,Systems,2021-04-01 03:54:55.848519,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L040] LIDAR System Calibration Rig,MO/03690,26763.1,done,,Systems,2021-03-29 22:57:36.258305,13.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LZC-0003] Calibration - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L040] LIDAR System Calibration Rig,MO/03743,11.05,done,,Systems,2021-04-01 03:47:56.602585,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Report Generation - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,2.16,done,,Systems,2021-04-01 04:11:25.333555,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Safety Check - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L050] LIDAR Performance Measurement Rig,MO/03743,0.08,done,,Systems,2021-04-01 04:11:34.316381,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[SPT-0003] LiDAR Shipping Rig - 1CH - LIDAR G6,1006114-001-0000002445,[WC-L090] LIDAR System Release Rig,MO/03743,0.04,done,,Systems,2021-04-01 04:11:40.342213,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Zero Order Eye-Safety Test - 1CH LIDAR - G6,1006114-001-0000002445,[WC-L020] LIDAR Optical Power Measurement Rig,MO/03743,0.16,done,,Systems,2021-04-01 03:49:25.055403,13.0,2021.0,April    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[DRT-0009] Sensorhead Directivity Test - G6 R212,1005770-001-0000000117,[WC-SH030] Directivity Test Rig - Sensorhead,MO/03692,0.61,done,,Sensor Head,2021-03-23 22:24:50.843708,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[FADD-0003] Sensorhead Calibration - G6 R212,1005770-001-0000000117,[WC-SH100] Frequency Calibration Rig,MO/03692,1364.38,done,,Sensor Head,2021-03-24 21:09:18.413721,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Opto-Mechanical Substructure Assembly - G6 R212,1005770-001-0000000117,[WC-SH060] Sensorhead Opto-Mechanical Assembly Station,MO/03692,3.83,done,,Sensor Head,2021-03-22 04:46:03.820086,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SAT-0004] Sensorhead Noise Test - G6 R212,1005770-001-0000000117,[WC-SH130] Acoustic Test Rig,MO/03692,0.27,done,,Sensor Head,2021-03-24 21:10:07.097933,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
Sensorhead Assembly - G6 R212,1005770-001-0000000117,[WC-SH080] Sensorhead Final Assembly Station,MO/03692,2.46,done,,Sensor Head,2021-03-22 04:48:36.619445,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
[SLT-0002] Sensorhead Sealing Test - G6 R212,1005770-001-0000000117,[WC-SH090] Sensorhead Leak Test Rig,MO/03692,13.87,done,,Sensor Head,2021-03-23 02:08:36.216656,12.0,2021.0,March    ,ASY:SEN:BLU:GOKU:GOKU6,1005770-001
GA Motor Build,1001382-005-0000000575,[WC-MOT020] Motor Assembly Station,MO/03693,0.8,done,,,2021-03-22 04:36:42.079730,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000575,[WC-MOT030] Motor Tests,MO/03693,0.19,done,,,2021-03-22 04:36:57.280792,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000575,[WC-SH130] Acoustic Test Rig,MO/03693,0.71,done,,Sensor Head,2021-03-22 04:40:27.723905,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000575,[WC-MOT010] Motor Code Load,MO/03693,0.16,done,,,2021-03-22 00:54:35.502683,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000576,[WC-MOT020] Motor Assembly Station,MO/03694,0.8,done,,,2021-03-23 04:03:13.301316,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000576,[WC-MOT030] Motor Tests,MO/03694,0.28,done,,,2021-03-23 04:03:38.070163,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000576,[WC-SH130] Acoustic Test Rig,MO/03694,0.19,done,,Sensor Head,2021-03-23 04:08:03.266967,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000576,[WC-MOT010] Motor Code Load,MO/03694,0.24,done,,,2021-03-22 21:20:31.851101,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000577,[WC-MOT020] Motor Assembly Station,MO/03695,0.51,done,,,2021-03-24 22:12:31.328122,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000577,[WC-MOT030] Motor Tests,MO/03695,1.54,done,,,2021-04-01 00:46:30.357859,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000577,[WC-SH130] Acoustic Test Rig,MO/03695,0.2,done,,Sensor Head,2021-04-01 00:52:25.649244,13.0,2021.0,April    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000577,[WC-MOT010] Motor Code Load,MO/03695,0.13,done,,,2021-03-24 00:45:05.549226,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
GA Motor Build,1001382-005-0000000578,[WC-MOT020] Motor Assembly Station,MO/03696,3.67,done,,,2021-03-28 21:19:48.231079,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[HWT-0001] Motor Testing,1001382-005-0000000578,[WC-MOT030] Motor Tests,MO/03696,2.85,done,,,2021-03-28 21:22:47.009955,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SAT-0003] Motor Noise Testing,1001382-005-0000000578,[WC-SH130] Acoustic Test Rig,MO/03696,0.26,done,,Sensor Head,2021-03-28 21:33:47.873068,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[SCL-0001] Motor Code Load,1001382-005-0000000578,[WC-MOT010] Motor Code Load,MO/03696,0.44,done,,,2021-03-25 21:12:47.416555,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:HOLLOW:MOTOR,1001382-005
[EFT-0007] Engine Final Test - Full Angie 2CH,1006380-001-0000000396,[WC-E080] Engine Performance Rig,MO/03700,56.51,done,,Engine,2021-03-24 22:27:52.746420,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
[ESM-0007] Laser Spectrum after EDFA - Full Angie 2CH,1006380-001-0000000396,[WC-E080] Engine Performance Rig,MO/03700,1234.93,done,,Engine,2021-03-24 20:49:57.495296,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
Full Engine Assembly - Angie 2CH,1006380-001-0000000396,[WC-E070] Engine Assembly Station,MO/03700,291.72,done,,Engine,2021-03-23 03:29:47.687538,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
[SSM-0001] Engine Signal Strength - Full Angie 2CH,1006380-001-0000000396,[WC-E080] Engine Performance Rig,MO/03700,39.79,done,,Engine,2021-03-24 21:31:18.787265,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
[EFT-0007] Engine Final Test - Full Angie 2CH,1006380-001-0000000398,[WC-E080] Engine Performance Rig,MO/03701,205.11,done,,Engine,2021-03-26 02:11:04.130773,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
[ESM-0007] Laser Spectrum after EDFA - Full Angie 2CH,1006380-001-0000000398,[WC-E080] Engine Performance Rig,MO/03701,1425.38,done,,Engine,2021-03-25 22:43:20.862896,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
Full Engine Assembly - Angie 2CH,1006380-001-0000000398,[WC-E070] Engine Assembly Station,MO/03701,124.41,done,,Engine,2021-03-23 23:49:07.049320,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
[SSM-0001] Engine Signal Strength - Full Angie 2CH,1006380-001-0000000398,[WC-E080] Engine Performance Rig,MO/03701,0.04,done,,Engine,2021-03-25 22:43:26.742150,12.0,2021.0,March    ,ASY:ENG:BLU:ANGIE:2CH,1006380-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002446,[WC-L050] LIDAR Performance Measurement Rig,MO/03702,0.12,done,,Systems,2021-03-23 03:57:25.930562,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[LDA-0001] LIDAR Assembly - 1CH Equus - G6,1006114-001-0000002446,[WC-L010] LIDAR Assembly Station,MO/03702,0.48,done,,Systems,2021-03-23 03:57:11.098230,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
[CDT-0007] Core Directivity Test - G6 Txcvr,1007170-001-0000000222,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03709,0.52,done,,Sensor Head,2021-03-24 00:37:56.694113,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:TRANSCEIVER (copy),1007170-001
Coaxial Core Assembly - G6 Txcvr,1007170-001-0000000222,[WC-SH010]  Coaxial Core Assembly Station,MO/03709,3.53,done,,Sensor Head,2021-03-24 00:37:15.788681,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:TRANSCEIVER (copy),1007170-001
[TDT-0008] Transceiver Directivity Test - G6 Txcvr,1007170-001-0000000222,[WC-SH020] Directivity Test Rig Core or Transceiver,MO/03709,0.79,done,,Sensor Head,2021-03-24 00:44:21.674262,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:TRANSCEIVER (copy),1007170-001
Transceiver Assembly - G6 Txcvr,1007170-001-0000000222,[WC-SH040]  Coaxial Transceiver Assembly Station,MO/03709,1.02,done,,Sensor Head,2021-03-24 00:39:03.220541,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:TRANSCEIVER (copy),1007170-001
[TZA-0003] Transceiver Calibration - G6 Txcvr,1007170-001-0000000222,[WC-SH050] Transceiver Calibration Rig,MO/03709,0.52,done,,Sensor Head,2021-03-24 00:39:39.289160,12.0,2021.0,March    ,SEN:CMP:ASY:GOKU:TRANSCEIVER (copy),1007170-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03714,0.1,done,,Systems,2021-03-24 21:54:39.423477,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
Development Code Load - 1CH LIDAR - G6,1006114-001-0000002447,[WC-L050] LIDAR Performance Measurement Rig,MO/03710,0.1,done,,Systems,2021-03-24 04:14:14.190860,12.0,2021.0,March    ,BARAJA:LIDAR1:INT:1CH:GOKU6,1006114-001
