eco,description,stage,eco_on,effectivity_date,effectivity,create_date,last_updated_date
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
ECO0522, LiDAR Zero Cal - Add Scan Mode Report,Closed,bom,,asap,2020-06-26 03:22:31.324280,2022-11-22 00:26:03.991240
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2022-11-22 00:45:14.805348
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2022-11-22 00:45:14.805348
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0379,Use of modified play tables for Laser Cal.,Closed,bom,,asap,2020-06-26 03:14:05.963233,2021-05-07 08:37:36.833188
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
ECO0522, LiDAR Zero Cal - Add Scan Mode Report,Closed,bom,,asap,2020-06-26 03:22:31.324280,2022-11-22 00:26:03.991240
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
ECO2003, LiFT - 10% 90m Target Replaced with new Hardware,New Change Request,bom,,asap,2022-11-24 04:39:06.367804,2022-11-24 05:44:23.112021
DA0383,Use of Unreleased FW in LiFT,Closed,bom,,asap,2020-06-26 03:14:23.905650,2021-05-07 08:37:36.833188
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2021-05-07 08:37:36.833188
ECO0635, MZT - Remove EDFA Calibration and Add PT v3 Support,Closed,bom,,asap,2020-06-26 03:31:10.365534,2022-11-22 00:19:12.684616
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2021-05-07 08:37:36.833188
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
ECO0391, Goku 3 Hollow Motor - Magnet Ring Assembly Changes,Closed,bom,,date,2020-06-26 03:14:49.575558,2022-11-20 23:07:26.067057
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2021-05-07 08:37:36.833188
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2021-05-07 08:37:36.833188
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA0400,Angeros Engine 200 to pass through Operation: [CL-0001] Code load,Closed,bom,,asap,2020-06-26 03:15:21.614377,2022-11-22 00:45:14.805348
DA0401,Modify Production Routing to include Dynamic Range Rig for 3 engines,Closed,bom,,asap,2020-06-26 03:15:24.541648,2022-11-22 00:45:14.805348
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0543,Modification to EFT rig and process for containment of PD Ripple,Closed,bom,,asap,2020-06-26 03:24:08.562445,2022-11-22 00:47:32.796536
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:47:32.796536
ECO0407, EFT Record 90% POD Link Budget,Closed,bom,,asap,2020-06-26 03:15:45.718058,2021-05-07 08:37:36.833188
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
ECO0405, Remove the 1D directivity test for sensorhead,Closed,bom,,asap,2020-06-26 03:15:39.335634,2022-11-22 00:30:02.018933
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:47:32.796536
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:47:32.796536
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:47:32.796536
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
ECO0410, EFT Rig Modifications - Circulator Removal,Closed,bom,,asap,2020-06-26 03:16:00.074683,2021-05-07 08:37:36.833188
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:45:14.805348
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2021-05-07 08:37:36.833188
ECO1917, Update IL process method of F2A rig,Effective,product,,asap,2022-04-08 06:13:09.595851,2022-11-25 02:30:39.775665
ECO2005, Introduce Fibre Org Tray to Goku5/6 SHs (Move Fibre Org and Components From Conduit Into Housings),Assessment @ Change Review Board,bom,,asap,2022-11-25 01:08:42.772771,2022-11-25 02:43:00.175433
DA0586,To run APD bias sweep script after LiFT & before system release.,Closed,bom,,asap,2020-06-26 03:28:16.053360,2022-11-22 00:48:30.428275
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2021-05-07 08:37:36.833188
ECO2006, (WIP) Release Diceros FW xxxx (TBC - hotfix for 7.9.3.4432) to Production Off-road and Off-road Flex,New Change Request,bom,,asap,2022-11-25 03:51:07.253119,2022-11-25 03:51:31.318976
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:45:14.805348
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
ECO0522, LiDAR Zero Cal - Add Scan Mode Report,Closed,bom,,asap,2020-06-26 03:22:31.324280,2021-05-07 08:37:36.833188
ECO2004, Use of lower -1R gratings into production before consuming -1R gratings for Goku sensor heads,Assessment @ Change Review Board,product,,asap,2022-11-24 06:42:53.466684,2022-11-28 15:34:27.438401
ECO1921, Introduce Spectrum Off-road into Pilot manufacturing,Effective,bom,,asap,2022-04-27 00:17:18.093891,2022-11-29 03:41:02.123244
DA2007,Accept Black Retainer Instead of White As Specified in Drawing,New Deviation,product,,asap,2022-11-29 23:18:34.551023,2022-11-29 23:18:54.346474
DA1928,Accept Black Retainer Instead of White As Specified in Drawing,New Deviation,product,,asap,2022-06-16 23:41:51.313216,2022-11-29 23:19:23.411675
ECO2008, Add False Alarm Rate results in LiDAR Cal report,Assessment @ Change Review Board,bom,,asap,2022-11-30 00:17:13.342542,2022-12-01 03:23:50.429732
DA2009,To Ship Off-Road Flex SYS15 to a customer,Assessment @ Change Review Board,bom,,asap,2022-11-30 06:23:25.622286,2022-12-01 02:23:13.264139
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:45:14.805348
DA2002,Release Enigma Support FW 9.5.1.918 to Veoneer Weather Test System,Implementation,bom,,asap,2022-11-23 03:13:31.352593,2022-12-01 01:32:01.027918
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:45:14.805348
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
ECO0419, MES - Update Existing Quality Checks (QCPs),Closed,bom,,asap,2020-06-26 03:16:30.554871,2021-05-07 08:37:36.833188
ECO1994, SAS v1.1 BoM update,Effective,bom,,asap,2022-11-15 08:22:58.224983,2022-11-29 21:24:26.526022
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:45:14.805348
ECO0413, Record engine firmware version at all relevant manufacturing rigs,Closed,bom,,asap,2020-06-26 03:16:10.564456,2021-05-07 08:37:36.833188
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:46:26.307439
DA0412,Release QA0350 hollow motors into production stock,Closed,bom,,asap,2020-06-26 03:16:07.462298,2022-11-22 00:46:26.307439
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
ECO0424, Remove Range Check from LiFT,Closed,bom,,asap,2020-06-26 03:16:56.565619,2021-05-07 08:37:36.833188
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:28:42.612786
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:28:42.612786
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:28:42.612786
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:28:42.612786
ECO0429, Remove Redundant Electrical Phase Checks from GA Motor Assembly,Closed,bom,,asap,2020-06-26 03:17:14.913104,2022-11-22 00:28:54.187512
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA0596,Include testing on ~3% Target in LiFT,Closed,bom,,asap,2020-06-26 03:28:58.032839,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA0512,Points on Target Data Collection,Closed,bom,,asap,2020-06-26 03:21:51.137448,2021-05-07 08:37:36.833188
DA0513,To close obsolete RK1 QAs older than 3 months,Closed,bom,,asap,2020-06-26 03:21:55.743799,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA0511,Probability of Detection Ripple Containment,Closed,bom,,asap,2020-06-26 03:21:46.329408,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
ECO0461, Remove laser forward voltage test QCPs,Closed,bom,,asap,2020-06-26 03:18:43.329922,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:48:30.428275
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2022-11-22 00:35:27.206848
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
ECO0774, Eye Safety Rig Update: Delete PTs & Update Report,Closed,bom,,asap,2020-06-26 03:38:37.745213,2022-11-22 00:14:54.959718
DA0509,Changing Process Spec for APD Bias,Refused,bom,,asap,2020-06-26 03:21:37.378998,2022-11-22 00:35:27.206848
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
ECO0490, Update to FSHIT processing software,Closed,bom,,asap,2020-06-26 03:20:14.439706,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2022-11-22 00:35:27.206848
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2022-11-22 00:35:27.206848
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2022-11-22 00:35:27.206848
DA0467,Collect data from engines to confirm Threshold value for Maximum allowable Power of any play table:,Refused,bom,,asap,2020-06-26 03:19:10.257805,2022-11-22 00:35:27.206848
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
ECO0496, LiFT Software- Version 2.1.0.2.40,Closed,bom,,asap,2020-06-26 03:20:39.978735,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA0503,To LiFT confirm release build - using new Firmware mode with PD,Closed,bom,,asap,2020-06-26 03:21:09.209986,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
ECO0500, Laser Calibration - Extend Reporting,Closed,bom,,asap,2020-06-26 03:20:54.044915,2021-05-07 08:37:36.833188
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
ECO0496, LiFT Software- Version 2.1.0.2.40,Closed,bom,,asap,2020-06-26 03:20:39.978735,2022-11-22 00:27:27.125054
ECO0496, LiFT Software- Version 2.1.0.2.40,Closed,bom,,asap,2020-06-26 03:20:39.978735,2022-11-22 00:27:27.125054
ECO0496, LiFT Software- Version 2.1.0.2.40,Closed,bom,,asap,2020-06-26 03:20:39.978735,2022-11-22 00:27:27.125054
ECO0496, LiFT Software- Version 2.1.0.2.40,Closed,bom,,asap,2020-06-26 03:20:39.978735,2022-11-22 00:27:27.125054
DA0503,To LiFT confirm release build - using new Firmware mode with PD,Closed,bom,,asap,2020-06-26 03:21:09.209986,2022-11-22 00:46:26.307439
DA0503,To LiFT confirm release build - using new Firmware mode with PD,Closed,bom,,asap,2020-06-26 03:21:09.209986,2022-11-22 00:46:26.307439
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1638,Removing MZT from engine routing,Closed,bom,,asap,2020-07-16 23:58:08.680060,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1974,To Ship Hyla System #511 (OM46H61) to a customer,Refused,bom,,asap,2022-10-22 12:26:04.053194,2022-11-22 06:55:53.779571
ECO0531, Leak Test Upgrade - Measure kPa/min,Closed,bom,,asap,2020-06-26 03:23:15.216946,2021-05-07 08:37:36.833188
DA1816,Introduce Hollow Motor Magnet Ring Gauge,New Deviation,bom,,asap,2021-04-26 21:30:16.596036,2021-05-07 08:37:36.833188
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1688,Hitachi System Replacement - SYS1977 E402 SH21/SH55 Failed PD on CH2,Closed,product,,asap,2020-10-01 22:38:25.338642,2022-11-22 01:25:44.795363
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
DA1639,Using production Engines to Validate APD-based ESM,Closed,bom,,asap,2020-07-20 00:19:15.416221,2022-11-22 00:49:31.368680
