name,title,create_date,assigned_date,close_date,last_updated_date,tags
QA00400,Obsolete zero order stickers put into quarantine for disposal,2020-06-26 05:13:10.610819,,,2020-06-26 05:13:11.288174,Misc
QA00401,Lens failed directivity,2020-06-26 05:13:11.690429,,,2020-06-26 05:13:12.403114,Optics;Directivity
QA00402,Obsolete gohans (rev8) are now guarantined,2020-06-26 05:13:12.793663,,,2020-06-26 05:13:13.461595,Elec;Misc
QA00403,Duplication of work center operartions,2020-06-26 05:13:13.855657,,,2020-06-26 05:13:14.803537,Misc;RK2;Work Centre
QA00404,Possible Switching malfunction in the EFT rig,2020-06-26 05:13:15.363292,,,2020-06-26 05:13:16.371760,RK1;Engine;Output Power;Link Budget;Firmware
QA00405,Spinning Grating Cracked during assy,2020-06-26 05:13:16.913638,,,2020-06-26 05:13:18.460638,Sensorhead;Hollow Motor;Misc;RK1
QA00406,,2020-06-26 05:13:18.869123,,,2020-06-26 05:13:19.547536,Insertion Loss;Sensorhead
QA00407,noise test failed,2020-06-26 05:13:20.014022,,,2020-06-26 05:13:20.827491,Audible Noise;RK1;Sensorhead
QA00408,noise test failed,2020-06-26 05:13:21.269797,,,2020-06-26 05:13:22.310525,RK1;Sensorhead;Audible Noise
QA00409,pps issue,2020-06-26 05:13:22.813595,,,2020-06-26 05:13:23.808351,Elec;RK1;Engine;Comms
QA00410,Stator - Circularity failed,2020-06-26 05:13:24.336692,,,2020-06-26 05:13:24.906108,Tolerance;RK1;Vendor
QA00411,hollow motor encoder gap beyond the spec,2020-06-26 05:13:25.341584,2019-05-27 01:17:40.000000,,2020-06-26 05:13:26.013763,Hollow Motor;Tolerance;RK1
QA00412,Baidu - Missing Points on a 12% Target,2020-06-26 05:13:26.334831,,,2020-06-26 05:13:27.138123,Range;RK2
QA00413,Near Field Noise In New Sensorhead,2020-06-26 05:13:27.404235,,2021-10-25 06:06:47.000000,2021-10-25 06:06:47.318064,RK2;LIDAR System;Pointcloud Noise
QA00414,IKE - Range Alising Artefact,2020-06-26 05:13:29.836300,,2021-09-13 09:17:31.000000,2021-09-13 09:17:30.959279,range;Archive;LIDAR System;Pointcloud Noise;CMR;retroreflector
QA00415,Auto X - Zero Azimuth Noise Issue,2020-06-26 05:13:30.905506,,2022-05-20 01:22:55.000000,2022-05-20 01:22:55.198029,RK2;Pointcloud Noise;Directivity;LIDAR System;Zero Azimuth Noise
QA00416,Cruise Testing Difficulties,2020-06-26 05:13:32.744630,,,2020-06-26 05:13:33.519463,CMR;RK2;Range
QA00417,Missing BOM Accessory Items,2020-06-26 05:13:33.780181,,,2020-06-26 05:13:34.449155,BOM;RK1
QA00418,noise test failed,2020-06-26 05:13:34.885783,,,2020-06-26 05:13:35.663621,Sensorhead;RK1;Audible Noise
QA00419,Encoder gap test failed,2020-06-26 05:13:36.093738,,,2020-06-26 05:13:36.756078,RK1;Hollow Motor
QA00422,Reusing defective gratings may produce low yield,2020-06-26 05:13:39.112413,,,2020-06-26 05:13:39.903137,Misc;Optics;Directivity
QA00619,Coaxial Optimisation failed,2020-06-26 05:13:40.375863,,,2020-06-26 05:13:41.372840,RK1;Optics;Insertion Loss;Sensorhead
QA00621,encode gap exceeds spec,2020-06-26 05:13:42.780797,2019-05-30 22:53:11.000000,,2020-06-26 05:13:43.695535,Hollow Motor;Tolerance
QA00622,Encoder ring surface finish problems from new supplier DJ,2020-06-26 05:13:44.239219,,,2020-06-26 05:13:45.071846,Hollow Motor;Vendor;Tolerance
QA00623,3 playtable failed @ Laser Calibration Rig E#217,2020-06-26 05:13:45.580021,2019-06-02 23:59:42.000000,,2020-06-26 05:13:46.246858,Engine;Laser Calibration;RK1
QA00624,Min range failed at LiFT,2020-06-26 05:13:46.602298,2019-06-03 07:03:32.000000,,2020-06-26 05:13:47.375228,Sensorhead;RK1
QA00625,EMC Box issue in E217,2020-06-26 05:13:47.796779,2019-06-03 22:52:57.000000,,2020-06-26 05:13:48.465117,Elec;Comms
QA00626,E165 can't start laser cal,2020-06-26 05:13:48.952013,,,2020-06-26 05:13:49.621801,Work Centre;RK1;Engine;Laser Calibration
QA00627,Gohan Rev12 all failed audible noise test,2020-06-26 05:13:50.021969,2019-06-04 00:58:10.000000,,2020-06-26 05:13:50.929240,Audible Noise;Hollow Motor
QA00629,Encoder rings failing encoder gap test (EXAMPLE QA),2020-06-26 05:13:51.449617,2019-06-05 03:17:47.000000,,2020-06-26 05:13:52.572279,Tolerance;Vendor;Hollow Motor;RK2
QA00630,Hollow Motor Speed Eccentricity,2020-06-26 05:13:52.984357,,2021-10-27 21:44:08.000000,2021-10-27 21:44:07.970159,RK1;Hollow Motor
QA00631,Hollow Motor Actual Speed vs Target Speed not achieved.,2020-06-26 05:13:53.999995,,,2020-06-26 05:13:54.722367,Hollow Motor;RK2
QA00632,Hollow Motor Speed Issue,2020-06-26 05:13:55.141851,,,2020-06-26 05:13:55.829280,RK1;Hollow Motor
QA00633,Depth is out of tolerance,2020-06-26 05:13:56.169803,,,2020-06-26 05:13:56.727238,RK1
QA00634,Gohan 9 becomes obsolete in the build: replaced with 12,2020-06-26 05:13:57.143516,2019-06-07 05:02:25.000000,,2020-06-26 05:13:57.807421,RK1;Hollow Motor;Misc
QA00636,noise test failed,2020-06-26 05:14:40.890767,,,2020-06-26 05:14:41.666948,RK1
QA00637,Returned G3 F2A failed,2020-06-26 05:14:42.053737,,,2020-06-26 05:14:43.051011,RK2
QA00638,2 Way- il Failed at F2A,2020-06-26 05:14:43.433808,,,2020-06-26 05:14:44.093587,RK2
QA00639,RAM pedestal in the incorrect location,2020-06-26 05:14:44.474517,,,2020-06-26 05:14:45.398290,RK2
QA00640,2D Directivity failed,2020-06-26 05:14:45.782151,,,2020-06-26 05:14:46.333248,RK1
QA00641,Retro rising edge detection corruption,2020-06-26 05:14:46.791089,2019-06-17 00:23:54.000000,,2020-06-26 05:14:48.468512,Horns;Elec;Firmware;RK2
QA00642,2D Directivity failed,2020-06-26 05:14:48.865438,,,2020-06-26 05:14:49.615610,RK1
QA00643,Process failures from Photop gratings,2020-06-26 05:14:49.988368,,,2020-06-26 05:14:52.976268,Optics;Directivity;Insertion Loss;F2A
QA00644,Min Range test failed,2020-06-26 05:14:53.306071,,,2020-06-26 05:14:53.964794,RK1
QA00645,2 Way- il Failed at F2A,2020-06-26 05:14:54.301291,,,2020-06-26 05:14:55.402300,RK1
QA00646,2 Way- il Failed at F2A,2020-06-26 05:14:55.794231,,,2020-06-26 05:14:56.453100,RK1
QA00647,Reliability Life Testing Failure - High current draw.,2020-06-26 05:14:56.829825,2019-06-17 23:57:32.000000,,2020-06-26 05:14:57.595544,RK2
QA00648,Reliability Life Testing Failure - Noise Testing Fails,2020-06-26 05:14:57.972477,2019-06-17 23:57:32.000000,,2020-06-26 05:14:58.622761,RK2
QA00649,Potential Eye Safety Issue with Un-calibrated EDFA,2020-06-26 05:14:58.924683,2019-06-17 23:57:32.000000,,2020-06-26 05:15:00.384535,RK3
QA00650,Sensor head has fog inside after exposure on the Van,2020-06-26 05:15:00.847077,,,2020-06-26 05:15:02.004677,Reliability;RK2;optics;Sensorhead;Mech
QA00651,Core tube & Lower substructure can not fix,2020-06-26 05:15:02.480011,2019-06-19 01:12:05.000000,,2020-06-26 05:15:03.224455,process;RK1;Sensorhead
QA00652,the engine is not communicable,2020-06-26 05:15:03.628277,2019-06-20 03:16:33.000000,,2020-06-26 05:15:04.307441,RK1;MZ Tuning;Engine
QA00653,LiDAR 1840 failed eye safety test,2020-06-26 05:15:04.669998,2019-06-20 21:51:18.000000,,2020-06-26 05:15:06.637445,RK2
QA00654,2 Way- il Failed at F2A,2020-06-26 05:15:07.123054,,,2020-06-26 05:15:08.475007,Sensorhead;Insertion Loss;optics;RK1
QA00655,Cable gland coming loose,2020-06-26 05:15:08.860138,,,2020-06-26 05:15:10.552239,Sealing;Sensorhead;RK1
QA00656,2 Way- il Failed at F2A,2020-06-26 05:15:11.017670,,,2020-06-26 05:15:12.388368,Sensorhead;RK1;optics;Insertion Loss
QA00658,Failed EDFA test,2020-06-26 05:15:13.705297,,,2020-06-26 05:15:14.483109,RK1
QA00659,Failed Prism test,2020-06-26 05:15:14.791793,,,2020-06-26 05:15:15.577260,RK1
QA00660,Laser didn't fit on Engine Top Seat,2020-06-26 05:15:15.926349,2019-06-25 00:10:37.000000,,2020-06-26 05:15:17.524119,RK1
QA00661,Degradation in performance of sensorhead after van,2020-06-26 05:15:17.912324,,,2020-06-26 05:15:19.350450,Sealing;RK1;Contamination;Reliability
QA00662,Lens clamp screw holes under size,2020-06-26 05:15:19.681052,2019-06-24 14:00:00.000000,,2020-06-26 05:15:20.229947,RK1
QA00663,Replaced EDFA # 1001508-004-0000000018,2020-06-26 05:15:20.561159,2019-06-25 05:08:38.000000,,2020-06-26 05:15:21.215131,RK1
QA00664,Code Load Fail E#222,2020-06-26 05:15:21.594982,2019-06-25 05:13:06.000000,,2020-06-26 05:15:23.055218,RK1
QA00665,O-ring material temperature does not meet our temperature specifications,2020-06-26 05:15:23.380153,,2021-09-13 09:23:23.000000,2021-09-13 09:23:23.448882,RK2
QA00666,SMD Component is broken on PCBA #222.,2020-06-26 05:15:24.672649,2019-06-25 22:16:31.000000,,2020-06-26 05:15:25.503330,RK1
QA00667,Laser #174 has low power,2020-06-26 05:15:25.856626,2019-06-25 22:28:11.000000,,2020-06-26 05:15:26.762616,RK1
QA00668,EDFA has died during operation,2020-06-26 05:15:27.186157,,,2020-06-26 05:15:27.968159,RK2
QA00670,Corroded screws in sensorhead,2020-06-26 05:15:29.685868,,,2020-06-26 05:15:30.515120,RK2
QA00671,Grating phases are not aligned in pointcloud.,2020-06-26 05:15:30.921294,,2021-09-13 09:24:49.000000,2021-09-13 09:24:49.019826,Optics;Pointcloud;Tolerance;RK2
QA00672,Fortuna PCBAs in stock have incomplete rework,2020-06-26 05:17:12.423652,,,2020-06-26 05:17:13.215800,RK2
QA00673,Noisy sensorhead after delivery,2020-06-26 05:17:13.602735,2019-07-01 23:20:00.000000,,2020-06-26 05:17:14.260531,RK2
QA00674,If Code Load Fails first attempt there is no way to create a Passed report.,2020-06-26 05:17:14.597267,,,2020-06-26 05:17:15.391945,RK1
QA00675,Codo Load Fail E#1003895-000-0000000203,2020-06-26 05:17:15.848467,2019-07-02 22:06:03.000000,,2020-06-26 05:17:16.875035,RK2
QA00676,2-Way Insertion Loss out of tolerance,2020-06-26 05:17:17.205123,,,2020-06-26 05:17:17.865084,RK1
QA00677,High directivity from coaxial assembly,2020-06-26 05:17:18.299333,,,2020-06-26 05:17:19.188208,optics;RK2
QA00678,No Inspection for PBS QCP's,2020-06-26 05:17:19.551504,,2021-09-13 09:27:17.000000,2021-09-13 09:27:17.494138,RK2
QA00679,Failed encoder gap with new fw,2020-06-26 05:17:20.845890,,,2020-06-26 05:17:22.277177,RK1
QA00680,2 Failed Playtable on E# 1003895-000-0000000203,2020-06-26 05:17:27.716764,2019-07-03 22:07:27.000000,,2020-06-26 05:17:28.380030,RK1
QA00681,Failed Prism test,2020-06-26 05:17:28.717859,,,2020-06-26 05:17:29.386996,RK1
QA00682,E#1003895-000-0000000204 Failed ESM before EDFA,2020-06-26 05:17:29.724186,2019-07-04 02:13:10.000000,,2020-06-26 05:17:30.528474,RK1
QA00683,Black Cars Difficult to See (Expo and Apple),2020-06-26 05:17:30.935239,2019-07-04 02:24:11.000000,,2020-06-26 05:17:31.962594,Low Reflectivity;RK2;Pointcloud;Calibration
QA00684,"SMT Component ""Q1"" not soldered properly on PCBA#205",2020-06-26 05:17:32.407666,2019-07-04 22:22:34.000000,,2020-06-26 05:17:33.239672,RK1
QA00685,E#1003895-000-0000000205 Failed ESM before EDFA,2020-06-26 05:17:33.587050,2019-07-07 22:42:15.000000,,2020-06-26 05:17:34.266858,RK1
QA00686,Engine drop in performance over time,2020-06-26 05:17:34.695114,,,2020-06-26 05:17:35.687408,Output Power;RK2;EDFA;Engine;Reliability
QA00687,Spinning Grating crack,2020-06-26 05:17:36.049722,2019-07-08 03:38:46.000000,,2020-06-26 05:17:36.930614,RK1
QA00688,Windows fail transmission at incoming inspection,2020-06-26 05:17:37.382202,,,2020-06-26 05:17:37.952498,RK1;optics
QA00689,Damaged threads,2020-06-26 05:17:38.315204,,,2020-06-26 05:17:40.058055,RK2
QA00690,Damaged threads,2020-06-26 05:17:40.453078,,,2020-06-26 05:17:41.233981,RK1
QA00691,Lower Substructure and Coaxial Tube are stuck,2020-06-26 05:17:41.595384,,,2020-06-26 05:17:42.373584,RK1
QA00692,Noisy Channel 1 at EFT,2020-06-26 05:17:42.707878,,,2020-06-26 05:17:43.258144,RK2
QA00693,re-used window too many scratches (0000000148),2020-06-26 05:17:43.590482,,,2020-06-26 05:17:44.256945,RK1
QA00694,O'Ring thickness is different,2020-06-26 05:17:44.613822,2019-07-10 00:51:43.000000,,2020-06-26 05:17:45.989291,Incoming Material;RK1
QA00695,SH-164 failed 2 way IL.,2020-06-26 05:17:46.372257,,,2020-06-26 05:17:47.809917,RK1
QA00696,Spinning Grating Broken during assembly.,2020-06-26 05:17:48.240777,2019-07-10 02:25:57.000000,,2020-06-26 05:17:50.562320,Manufacturing Process;Tolerance;Operator;RK1
QA00697,APD Failure- Lost Ch1 noisy no signal (RX fault),2020-06-26 05:17:50.965716,,,2020-06-26 05:17:52.290006,RK3
QA00698,Failed Playtables during Laser Cal,2020-06-26 05:17:52.620081,,,2020-06-26 05:17:53.507554,RK1
QA00699,laser test point failed,2020-06-26 05:17:53.881849,,,2020-06-26 05:17:55.203066,RK1
QA00700,link budget failed,2020-06-26 05:17:55.531411,,,2020-06-26 05:17:56.073298,RK1
QA00701,Over cut,2020-06-26 05:17:56.407787,,,2020-06-26 05:17:57.415193,RK1
QA00702,F2A 2way IL failed at SH195,2020-06-26 05:17:57.859746,,,2020-06-26 05:17:59.174925,RK1
QA00703,Static grating coating issue,2020-06-26 05:17:59.578093,2019-07-11 23:34:56.000000,,2020-07-05 23:42:56.829350,RK2
QA00704,Open circuit on  laser from E#208,2020-06-26 05:18:01.904481,2019-07-12 03:43:00.000000,,2020-06-26 05:18:02.573819,RK1
QA00706,EDFA Ch2 failure,2020-06-26 05:18:04.048669,2019-07-16 01:12:13.000000,,2020-06-26 05:18:04.720851,Yield Failure;RK1
QA00707,Wrong Calculation of Probability of Detection,2020-06-26 05:18:06.042377,,,2020-06-26 05:18:06.918516,RK3
QA00708,Hollow Motor - Glued Bearing into Stator,2020-06-26 05:18:07.245558,,2021-09-13 09:28:36.000000,2021-09-13 09:28:36.021936,RK1
QA00709,Incomplete LiFT process,2020-06-26 05:18:08.244788,,,2020-06-26 05:18:08.898646,RK1
QA00710,Incomplete LiFT process,2020-06-26 05:18:09.230483,,,2020-06-26 05:18:09.904212,RK1
QA00711,Incomplete LiFT process,2020-06-26 05:18:10.301436,,,2020-06-26 05:18:11.069124,Manufacturing Process;RK1
QA00712,Sealing test failed for Goku5 SN3,2020-06-26 05:18:11.426372,,,2020-06-26 05:18:12.216098,RK2
QA00713,SH 199 failed 2D directivity test,2020-06-26 05:18:12.521740,2019-07-19 02:16:04.000000,,2020-06-26 05:18:13.514562,RK1
QA00714,Spinning grating found burn mark,2020-06-26 05:18:13.918407,2019-07-19 03:26:01.000000,,2020-06-26 05:18:15.042220,RK2
QA00716,SH175 Seal Test Fail,2020-06-26 05:18:16.453152,,,2020-06-26 05:18:17.333630,Sealing;RK2
QA00717,Failed 2D-Directivity after US Demo return.,2020-06-26 05:18:17.712843,,,2020-06-26 05:18:18.591104,RK1;Yield Failure;Manufacturing Process
QA00718,Rx Channel 1 Failure,2020-06-26 05:18:19.015440,,,2020-06-26 05:18:19.995763,APD;Engine;RX
QA00719,Thickness (Dimension 2) is under tolerance,2020-06-26 05:18:20.372539,,,2020-06-26 05:18:21.367141,RK1
QA00720,Chipped edge on Prism,2020-06-26 05:18:21.666235,,,2020-06-26 05:18:22.320026,RK1
QA00720,Chipped edge on Prism,2020-06-26 05:18:22.625960,,,2020-06-26 05:18:23.283511,RK1
QA00721,Failed Prism test- transmission efficiency is under 95% threshold,2020-06-26 05:18:23.595657,,2021-09-13 09:30:03.000000,2021-09-13 09:30:03.268701,RK1
QA00722,Goku5 #03 2D Directivity failed,2020-06-26 05:18:24.806762,,,2020-06-26 05:18:25.573884,RK1
QA00723,,2020-06-26 05:18:25.884211,,,2020-06-26 05:18:26.883312,RK1
QA00724,,2020-06-26 05:18:27.274410,,,2020-06-26 05:18:28.048291,RK1
QA00725,Fibre array - PBS: Black fibre jacket comes off,2020-06-26 05:18:28.380219,,,2020-06-26 05:18:29.039184,RK1
QA00726,colde load rig failed to find the FW2453,2020-06-26 05:18:29.422852,2019-07-27 04:55:07.000000,,2020-06-26 05:18:30.086150,RK1
QA00727,SH 200 Failed FTA,2020-06-26 05:18:30.396512,2019-07-27 05:01:33.000000,,2020-06-26 05:18:31.052006,RK1
QA00728,Transmission efficiency under 92%,2020-06-26 05:18:31.394063,,,2020-06-26 05:18:32.388850,Incoming Material;RK1
QA00729,E#1003895-000-0000000210 Fail EFT & Motor 2 Comms,2020-06-26 05:18:32.800014,2019-07-29 23:30:49.000000,,2020-06-26 05:18:34.109179,RK1
QA00730,Lense Directivity Rig noisefloor hardware limitation,2020-06-26 05:18:34.407046,2019-07-30 01:07:44.000000,,2020-06-26 05:18:35.175378,Directivity;optics
QA00731,False fails in Odoo due to testing units more than once,2020-06-26 05:18:35.412714,,,2020-06-26 05:18:36.292185,Odoo;RK1
QA00732,4 parts failed Window test - efficiency is under limit,2020-06-26 05:18:36.628529,,,2020-06-26 05:18:37.400420,Incoming Material;RK1
QA00733,Failed Prism test - under 95% threshold,2020-06-26 05:18:37.748981,,2021-09-13 09:31:26.000000,2021-09-13 09:31:26.673657,RK1
QA00734,E#222 Fail playtable  playtable-Compressed_1000Pts_Linear_rev @ Laser Cal Rig.,2020-06-26 05:19:47.326608,2019-07-30 04:48:45.000000,,2020-06-26 05:19:47.984104,RK1
QA00735,"28 parts failed Prism test, under threshold.",2020-06-26 05:19:48.315350,,,2020-06-26 05:19:48.965961,Incoming Material;RK1
QA00736,High amplitude ADC following Retro signal,2020-06-26 05:19:49.206661,,,2020-06-26 05:19:49.967423,RK2
QA00737,Unable to fit the Prism,2020-06-26 05:19:50.278747,,,2020-06-26 05:19:51.019747,RK1
QA00738,1001338-001-0000000276,2020-06-26 05:19:51.357596,,,2020-06-26 05:19:52.015090,RK1
QA00739,SH160 failed 2D directivity and F2A,2020-06-26 05:19:52.360694,,,2020-06-26 05:19:53.338621,RK2
QA00741,Insertion Loss is under limit,2020-06-26 05:19:54.974152,,,2020-06-26 05:19:55.628808,RK1
QA00742,1003813-000-0000000005,2020-06-26 05:19:56.055322,,,2020-06-26 05:19:56.714616,RK1
QA00743,Failed Directivity test,2020-06-26 05:19:57.015156,,,2020-06-26 05:19:57.671773,RK1
QA00744,E#222 Failed EFT.,2020-06-26 05:19:58.049592,2019-08-01 22:32:20.000000,2021-09-13 09:32:42.000000,2021-09-13 09:32:42.016226,RK2
QA00745,GOKU 5 SH7 failed 2 way optimization,2020-06-26 05:19:59.246171,2019-08-01 23:28:50.000000,,2020-06-26 05:19:59.889932,RK1
QA00746,Points Removed Under Horns,2020-06-26 05:20:00.295160,,2022-05-10 05:14:08.000000,2022-05-10 05:14:08.582137,CMR;Horns;Pointcloud;RK2
QA00747,2 Way Insertion Loss failed - higher than limit,2020-06-26 05:20:01.912302,,2021-09-13 09:38:46.000000,2021-09-13 09:38:46.363151,RK1
QA00748,Large variation in beam size,2020-06-26 05:20:03.113691,,2021-10-19 04:32:09.000000,2021-10-19 04:32:09.818085,optics;RK2
QA00749,The projection angle is cut incorrectly,2020-06-26 05:20:03.902782,,,2020-06-26 05:20:04.676911,RK1
QA00750,1003813-000-0000000005,2020-06-26 05:20:05.018319,,,2020-06-26 05:20:05.682330,RK1
QA00751,Threshold value set to 0 on both channels,2020-06-26 05:20:06.014064,,,2020-06-26 05:20:06.799929,RK2
QA00752,E#224 Failed Engine Final Test,2020-06-26 05:20:07.178871,2019-08-07 01:35:26.000000,,2020-06-26 05:20:07.947213,RK1
QA00753,1003813-000-0000000006,2020-06-26 05:20:08.283020,,,2020-06-26 05:20:08.935414,RK1
QA00754,Code Load Fail on E#225,2020-06-26 05:20:09.278074,2019-08-08 04:26:14.000000,,2020-06-26 05:20:09.936111,RK2
QA00755,EMC Cable was replaced on E#224,2020-06-26 05:20:10.298836,2019-08-09 01:27:28.000000,,2020-06-26 05:20:10.889709,RK1
QA00756,Audibly Noisy Sensorhead,2020-06-26 05:20:11.368765,,,2020-06-26 05:20:12.030239,Audible Noise;Hollow Motor;Sensorhead;RK2
QA00757,Scratches on Window,2020-06-26 05:20:12.356171,,,2020-06-26 05:20:12.896564,RK1;Incoming Material
QA00758,Contaminated particles from pre applied loctite screws,2020-06-26 05:20:13.236129,,,2020-06-26 05:20:14.047602,RK2
QA00759,Directivity Rig Noise floor - too close to directivity spec,2020-06-26 05:20:14.271889,,,2020-06-26 05:20:16.799966,RK2
QA00760,Defect on Housing Seal,2020-06-26 05:20:17.122780,,,2020-06-26 05:20:17.778234,RK1
QA00762,1001577-009-0000000095,2020-06-26 05:20:18.151088,,,2020-06-26 05:20:18.796129,RK1
QA00763,Intensity dependent distance variation,2020-06-26 05:20:19.096407,,,2020-06-26 05:20:21.087433,RK2
QA00764,Exceptional performance for E210- SH153,2020-06-26 05:20:21.405744,,,2020-06-26 05:20:22.064481,RK2
QA00765,E#227 Failed APD Calibration due to APD1 sensitivity power is 0,2020-06-26 05:20:22.464308,2019-08-15 01:52:34.000000,,2020-06-26 05:20:23.118343,RK1
QA00769,Large variation in PD in 3pc Target Test,2020-06-26 05:20:26.292154,,,2020-06-26 05:20:27.558212,LiFT
QA00770,High Dr,2020-06-26 05:20:27.890919,2019-08-15 14:00:00.000000,,2020-06-26 05:20:28.545753,RK1
QA00771,2 way IL failed,2020-06-26 05:20:28.870960,2019-08-16 00:21:27.000000,,2020-06-26 05:20:29.529425,RK1
QA00772,EMC Cable was replaced on E#226,2020-06-26 05:20:29.861094,2019-08-16 01:32:57.000000,,2020-06-26 05:20:30.631414,RK1
QA00773,EFT fail due to link budget & low EDFA power on E#227 EDFA was replaced,2020-06-26 05:20:30.958629,2019-08-16 03:12:12.000000,2021-09-13 09:43:05.000000,2021-09-13 09:43:05.108845,RK1
QA00774,Transmission efficiency is under limit,2020-06-26 05:20:32.117912,,,2020-06-26 05:20:32.775683,RK1
QA00775,Failed Gohan 0000000566,2020-06-26 05:20:33.138386,2019-08-16 05:08:41.000000,,2020-06-26 05:20:33.787517,RK1
QA00776,1001389-006-0000000168,2020-06-26 05:20:34.157926,,,2020-06-26 05:20:34.802491,RK1
QA00777,8 playtables failed on E#1003895-000-0000000229,2020-06-26 05:20:35.130414,2019-08-20 04:00:55.000000,,2020-06-26 05:20:35.783594,RK1
QA00778,Burn fibre on channel 1 (China demo return unit),2020-06-26 05:20:36.142952,,,2020-06-26 05:20:36.974563,RK1
QA00779,"Hollow Motor #365 has han board issue, it is spinning to fast.",2020-06-26 05:20:37.333720,2019-08-21 00:11:39.000000,2021-09-13 09:44:32.000000,2021-09-13 09:44:32.005912,RK2
QA00780,1 playtable failed on E#230,2020-06-26 05:20:38.200087,2019-08-21 05:07:33.000000,,2020-06-26 05:20:38.841545,RK1
QA00781,Failed EFT ch1,2020-06-26 05:20:39.166661,2019-08-21 21:42:15.000000,,2020-06-26 05:20:39.817758,RK1
QA00782,Failed ESM before EDFA,2020-06-26 05:20:40.169684,2019-08-21 22:36:33.000000,,2020-06-26 05:20:40.824135,RK1
QA00783,2D Directivity failed,2020-06-26 05:20:41.198018,,,2020-06-26 05:20:41.852735,Reliability
QA00784,Parts were bought for the demo (curved window),2020-06-26 05:20:42.152075,,,2020-06-26 05:20:42.801891,RK1
QA00785,Pink stain on Housing,2020-06-26 05:20:43.150345,,2021-09-13 09:45:21.000000,2021-09-13 09:45:21.434718,RK1
QA00786,Core tube cannot pair/match with the lower substructure,2020-06-26 05:20:44.303985,,,2020-06-26 05:20:44.976589,RK1
QA00787,using unreleased firmware,2020-06-26 05:20:45.345998,,,2020-06-26 05:20:45.990653,RK1
QA00789,Transceiver Directivity failed,2020-06-26 05:20:47.223428,2019-08-28 05:25:39.000000,,2020-06-26 05:20:47.878453,RK1
QA00790,APD failure,2020-06-26 05:20:48.258820,2019-08-29 02:10:06.000000,,2020-06-26 05:20:49.017255,RK2
QA00791,SH203 Grating-1 found defective mark during FTA failure rework,2020-06-26 05:20:49.345577,2019-08-29 05:11:17.000000,,2020-06-26 05:20:49.990267,RK1
QA00792,Spinning grating cosmetic defect,2020-06-26 05:20:50.367146,,,2020-06-26 05:20:51.237652,RK2
QA00793,Loose fiber array after curing,2020-06-26 05:20:51.472063,,2021-09-13 09:46:53.000000,2021-09-13 09:46:53.759741,RK2
QA00794,2D Directivity failed.,2020-06-26 05:20:52.576475,,,2020-06-26 05:20:53.447373,RK1
QA00795,Fibre Array broken,2020-06-26 05:20:53.703407,,,2020-06-26 05:20:54.375057,RK1;Manufacturing Process
QA00796,Intensity dependent distance variation,2020-06-26 05:20:54.584435,,,2020-06-26 05:20:55.253546,RK2
QA00797,Oil on Substructure from Reliability testing,2020-06-26 05:20:55.630822,,2021-10-27 21:48:07.000000,2021-10-27 21:48:07.327771,Oil from bearing;RK2
QA00798,Link Budget Failure,2020-06-26 05:20:57.305000,2019-09-04 04:32:29.000000,2021-09-13 09:50:06.000000,2021-09-13 09:50:06.154793,RK1
QA00799,stators all failed in QCP 04690,2020-06-26 05:20:58.311017,,,2020-06-26 05:20:59.073554,RK1;Incoming Material
QA00800,flatness beyond 0.1 mm,2020-06-26 05:20:59.396992,,,2020-06-26 05:21:00.073814,RK1
QA00801,EDFA failed on EFDA test rig,2020-06-26 05:21:00.439512,2019-09-06 00:09:10.000000,,2020-06-26 05:21:00.995330,RK1
QA00803,housing seal diameter beyond spec,2020-06-26 05:21:02.253918,2019-09-06 00:16:26.000000,2021-09-13 09:51:23.000000,2021-09-13 09:51:23.804833,RK1
QA00804,Spinning Grating crack on edge,2020-06-26 05:21:08.225423,,,2020-06-26 05:21:09.243951,RK1
QA00805,Engine #1003895-000-0000000201 failed EFT,2020-06-26 05:21:09.602452,2019-09-09 03:52:59.000000,2021-09-13 09:52:35.000000,2021-09-13 09:52:35.837281,RK1
QA00806,hollow motor spins faster after 1 hr,2020-06-26 05:21:10.865576,,2021-10-20 05:01:21.000000,2021-10-20 05:01:21.929094,RK1
QA00807,Hole in close up targets,2020-06-26 05:21:12.001155,,,2020-06-26 05:21:12.975197,CMR;Pointcloud;RK2
QA00808,Coaxial Optimisation failed,2020-06-26 05:21:13.368725,,,2020-06-26 05:21:14.687348,RK1
QA00809,spinning grating-1001336-002-0000000327,2020-06-26 05:21:14.941233,,,2020-06-26 05:21:15.481954,RK1
QA00810,4 bearing stained after ultrasonic cleaning,2020-06-26 05:21:15.812581,,,2020-06-26 05:21:16.361827,RK1
QA00811,On E#1002895-000-0000000191 APD Calibration and Laser Spectrum after EDFA  report are passed but odoo is showing these tests as failed.,2020-06-26 05:21:16.711269,2019-09-11 22:01:09.000000,2021-09-13 09:54:38.000000,2021-09-13 09:54:37.971901,RK1
QA00812,Coaxial Optimisation failed,2020-06-26 05:21:17.597691,,,2020-06-26 05:21:18.367346,RK1;Yield Failure
QA00813,Failed APD Calibration,2020-06-26 05:21:18.721093,2019-09-16 22:07:21.000000,2021-09-13 09:55:31.000000,2021-09-13 09:55:31.740829,RK2
QA00815,replaced with carbon fiber,2020-06-26 05:21:20.728587,,,2020-06-26 05:21:21.410551,RK1
