po_id,po_reference,order_date,contractual_date,updated_date,scheduled_date,due_date,total_amount,taxed_amount,untaxed_amount,paid_amount,unpaid_amount,paid_amount_aud,currency_rate,currency,payment,po_status,vendor_reference,expense_type,receipt_count,vendor_name,requested_by,created_by,updated_by,department,received,payment_terms,purchasetype
2884,PO06883,2022-01-31 00:07:06.000000,2022-03-02 00:07:06.000000,2022-02-23 00:44:07.312131,2022-02-07 00:08:30.000000,2022-03-09,171.27,15.57,155.7,171.27,0.0,171.27,AUD,1.0,Paid,done,,,0,4Cabling Pty Ltd,Tim Affleck,Jamie Ball,Anna Bui,C004 - NPI,yes,30.0,Expense
17,PO04016,2020-07-05 22:53:59.000000,2020-07-05 22:53:59.000000,2022-02-11 10:59:38.447029,2020-07-01 22:53:59.000000,2020-07-01,231.0,21.0,210.0,231.0,0.0,231.0,AUD,1.0,Paid,purchase,Ordered Already,non_capital,0,Incolour Imaging,Josh Toomey,Jamie Ball,OdooBot,A016 - People and Culture,yes,,Not Specified
3062,PO07061,2022-03-03 22:54:11.000000,2022-03-03 22:54:11.000000,2022-04-01 04:59:40.111877,2022-03-10 22:57:27.000000,2022-03-10,191.0,17.36,173.64,191.0,0.0,191.0,AUD,1.0,Paid,done,Buy online,,0,Toolmart Australia Pty Ltd.,Chris Hanton,Jamie Ball,Anna Bui,R008 - Engineering - Mechanical,yes,0.0,Expense
1290,PO05289,2021-05-17 00:19:34.000000,2021-06-16 00:19:34.000000,2022-02-11 10:59:38.447029,2021-05-24 00:19:34.000000,2021-06-23,1203.0,109.36,1093.64,1203.0,0.0,1203.0,AUD,1.0,Paid,purchase,,non_capital,0,Digi-Key Electronics,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1070,PO05069,2021-03-30 02:54:36.000000,2021-04-13 02:54:36.000000,2022-02-11 10:59:38.447029,2021-04-30 03:56:08.000000,2021-05-14,1615.68,163.65,1452.03,1615.68,0.0,1615.68,AUD,1.0,Paid,purchase,INV-3673,non_capital,0,Australian Vaccine Services,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,14.0,Not Specified
997,PO04996,2021-03-15 22:48:17.000000,2021-04-14 22:48:17.000000,2022-02-11 10:59:38.447029,2021-04-14 23:48:39.000000,2021-05-14,592.32,53.85,538.47,592.32,0.0,592.32,AUD,1.0,Paid,purchase,Quote: 5126067,capital,0,4Cabling Pty Ltd,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,30.0,Not Specified
83,PO04082,2020-07-16 00:09:29.000000,2020-08-15 00:09:29.000000,2022-02-11 10:59:38.447029,2020-09-25 00:10:36.000000,2020-10-25,1276.0,116.0,1160.0,1276.0,0.0,1276.0,AUD,1.0,Paid,purchase,Duplicate of PO02875,non_capital,0,Oztech Intelligent Systems Pty,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,30.0,Not Specified
63,PO04062,2020-07-13 00:25:59.000000,2020-08-12 00:25:59.000000,2022-02-11 10:59:38.447029,2020-07-13 00:26:21.000000,2020-08-12,1156.0,0.0,1156.0,1156.0,0.0,1156.0,USD,1.0,Paid,purchase,,non_capital,0,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2875,PO06874,2022-01-27 22:50:25.000000,2022-01-27 22:50:25.000000,2022-02-25 02:29:54.367065,2022-02-03 22:50:25.000000,2022-02-03,377.3,34.3,343.0,377.3,0.0,377.3,AUD,1.0,Paid,done,,,0,EMONA INSTRUMENTS PTY LTD,Charlie Deng,Jamie Ball,Denish MAJMUDAR,R018 - Engineering - PMO,yes,0.0,Expense
1294,PO05293,2021-05-17 03:34:07.000000,2021-05-17 03:34:07.000000,2022-02-11 10:59:38.447029,2021-05-24 03:34:28.000000,2021-05-24,1129.7,102.7,1027.0,1129.7,0.0,1129.7,AUD,1.0,Paid,purchase,INV 9083,capital,0,MyChoice@Firebridge,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Not Specified
274,PO04273,2020-10-02 06:29:07.000000,2020-11-01 06:29:07.000000,2022-02-11 10:59:38.447029,2020-10-09 05:30:36.000000,2020-11-08,60.03,0.0,60.03,60.03,0.0,60.03,AUD,1.0,Paid,purchase,Order Online using Trade Account,non_capital,0,Digi-Key Electronics,Nikhil Cunha,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Not Specified
1304,PO05303,2021-05-18 23:41:04.000000,2021-05-18 23:41:04.000000,2022-02-11 10:59:38.447029,2021-05-25 23:41:24.000000,2021-05-25,303.35,27.58,275.77,303.35,0.0,303.35,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Kogan.com,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Not Specified
801,PO04800,2021-02-04 23:54:03.000000,2021-02-04 23:54:03.000000,2022-02-11 10:59:38.447029,2021-02-25 23:56:14.000000,2021-02-25,61.23,0.0,61.23,61.23,0.0,61.23,AUD,1.0,Paid,purchase,Buy online,non_capital,0,"JLCPCB (JiaLiChuang (HongKong) Co., Limited)",Dominic Chan,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,0.0,Not Specified
1302,PO05301,2021-05-18 23:29:55.000000,2021-05-18 23:29:55.000000,2022-02-11 10:59:38.447029,2021-05-25 23:31:19.000000,2021-05-25,22.0,2.0,20.0,22.0,0.0,22.0,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Kmart Australia Limited,Campbell Carney,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Not Specified
2002,PO06001,2021-09-15 05:46:16.000000,2021-09-15 05:46:16.000000,2022-02-11 10:59:38.447029,2021-09-17 05:46:16.000000,2021-09-17,108.91,9.9,99.01,108.91,0.0,108.91,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Sanitiser Solutions Australia,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Expense
1288,PO05287,2021-05-14 06:13:51.000000,2021-05-14 06:13:51.000000,2022-02-11 10:59:38.447029,2021-05-18 06:14:16.000000,2021-05-18,878.36,79.85,798.51,878.36,0.0,878.36,AUD,1.0,Paid,purchase,,non_capital,0,Cases Com Au,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,,Not Specified
1093,PO05092,2021-04-07 02:43:57.000000,2021-04-07 02:43:57.000000,2022-02-11 10:59:38.447029,2021-04-12 02:45:45.000000,2021-04-12,6638.75,603.52,6035.23,6638.75,0.0,6638.75,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Ikea,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Not Specified
968,PO04967,2021-03-09 00:40:15.000000,2021-04-08 00:40:15.000000,2022-02-11 10:59:38.447029,2021-03-09 00:41:27.000000,2021-04-08,1144.0,104.0,1040.0,1144.0,0.0,1144.0,AUD,1.0,Paid,purchase,,non_capital,0,Delta Airconditioning Pty. Limited,Raja Ewart,Jamie Ball,OdooBot,A016 - People and Culture,yes,30.0,Not Specified
16,PO04015,2020-07-05 22:40:42.000000,2020-07-05 22:40:42.000000,2022-02-11 10:59:38.447029,2020-07-02 22:42:45.000000,2020-07-02,208.14,0.0,208.14,208.14,0.0,208.14,AUD,1.0,Paid,purchase,Ordered Online using Trade Account,non_capital,0,Digi-Key Electronics,Timothy Williamson,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,,Not Specified
1659,PO05658,2021-07-16 06:18:34.000000,2021-08-15 06:18:34.000000,2022-02-11 10:59:38.447029,2021-08-06 06:18:34.000000,2021-09-05,1175.9,106.9,1069.0,1175.9,0.0,1175.9,AUD,1.0,Paid,purchase,,non_capital,0,AusOptic International Pty Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Expense
3120,PO07119,2022-03-16 02:40:31.000000,2022-04-15 02:40:31.000000,2022-05-05 04:54:58.976173,2022-03-16 02:40:31.000000,2022-04-15,490.86,44.62,446.24,493.06,-2.2,493.06,AUD,1.0,Paid,done,,,0,Open Wiring Systems,Gordon Ding,Gordon Ding,Anna Bui,C002 - Supply Chain,yes,30.0,Inventor
371,PO04370,2020-11-01 23:02:42.000000,2020-12-01 23:02:42.000000,2022-02-11 10:59:38.447029,2020-11-19 23:02:59.000000,2020-12-19,660.0,0.0,660.0,660.0,0.0,660.0,USD,1.0,Paid,purchase,,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1939,PO05938,2021-09-03 23:41:59.000000,2021-10-03 23:41:59.000000,2022-02-11 10:59:38.447029,2021-09-09 23:43:57.000000,2021-10-09,144.58,13.14,131.44,144.58,0.0,144.58,AUD,1.0,Paid,purchase,Order online using trade account,non_capital,0,"Mouser Electronics, Inc.",Tim Affleck,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Expense
2637,PO06636,2021-12-07 23:39:06.000000,2021-12-07 23:39:06.000000,2022-02-11 10:59:38.447029,2021-12-14 23:39:31.000000,2021-12-14,65.65,5.96,59.69,65.65,0.0,65.65,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Coffee Parts Pty Ltd,Jamie Ball,Jamie Ball,OdooBot,A018 - Facilities,yes,0.0,Expense
183,PO04182,2020-08-19 04:17:24.000000,2020-09-18 04:17:24.000000,2022-02-11 10:59:38.447029,2020-09-17 23:47:54.000000,2020-10-17,5100.0,0.0,5100.0,5100.0,0.0,5100.0,USD,1.0,Paid,purchase,,non_capital,0,Zhongshan Meisu Technology Co Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
2033,PO06032,2021-09-21 03:05:52.000000,2021-09-21 03:05:52.000000,2022-02-11 10:59:38.447029,2021-09-28 03:06:20.000000,2021-09-28,18.29,0.0,18.29,18.29,0.0,18.29,AUD,1.0,Paid,purchase,Buy online,capital,0,"JLCPCB (JiaLiChuang (HongKong) Co., Limited)",Josh Leo,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Inventor
122,PO04121,2020-07-28 05:24:04.000000,2020-08-27 05:24:04.000000,2022-02-11 10:59:38.447029,2020-08-03 05:24:25.000000,2020-09-02,203.71,0.0,203.71,203.71,0.0,203.71,USD,1.0,Paid,purchase,,non_capital,0,Thorlabs Inc,Michael Newman,Michael Chang,OdooBot,C006 - Pilot Manufacturing,yes,30.0,Not Specified
3022,PO07021,2022-02-23 04:22:10.000000,2022-03-25 04:22:10.000000,2022-04-20 00:12:16.979579,2022-02-25 04:22:10.000000,2022-03-27,345.28,31.39,313.89,345.28,0.0,345.28,AUD,1.0,Paid,done,Order online using trade account,,0,Officeworks Ltd.,Jamie Ball,Jamie Ball,Nikki Tang,A018 - Facilities,yes,30.0,Expense
570,PO04569,2020-12-17 22:41:27.000000,2021-01-16 22:41:27.000000,2022-02-11 10:59:38.447029,2021-02-17 22:41:27.000000,2021-03-19,26460.0,0.0,26460.0,26460.0,0.0,26460.0,USD,1.0,Paid,purchase,,non_capital,0,Gorilla Circuits,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
923,PO04922,2021-03-02 00:33:43.000000,2021-04-01 00:33:43.000000,2022-02-11 10:59:38.447029,2021-05-21 01:33:59.000000,2021-06-20,12800.0,0.0,12800.0,12800.0,0.0,12800.0,USD,1.0,Paid,purchase,,non_capital,0,Zhongshan Meisu Technology Co Ltd,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Not Specified
1014,PO05013,2021-03-17 22:12:28.000000,2021-03-17 22:12:28.000000,2022-02-11 10:59:38.447029,2021-03-22 22:13:21.000000,2021-03-22,11.95,0.0,11.95,11.95,0.0,11.95,AUD,1.0,Paid,purchase,Buy online,non_capital,0,EBay,Charlie Deng,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Not Specified
2466,PO06465,2021-11-16 23:07:47.000000,2021-12-16 23:07:47.000000,2022-02-11 10:59:38.447029,2021-12-12 23:08:24.000000,2022-01-11,550.0,50.0,500.0,550.0,0.0,550.0,AUD,1.0,Paid,purchase,,non_capital,0,Custom Optics ,Duncan Ross,Jamie Ball,OdooBot,R018 - Engineering - PMO,yes,30.0,Inventor
1003,PO05002,2021-03-16 22:01:35.000000,2021-04-15 22:01:35.000000,2022-02-11 10:59:38.447029,2021-03-23 22:02:47.000000,2021-04-22,329.0,29.91,299.09,329.0,0.0,329.0,AUD,1.0,Paid,purchase,Buy online (credit account currently maxed out),non_capital,0,SCORPTEC COMPUTERS,Josh Toomey,Jamie Ball,OdooBot,R010 - Engineering - Systems,yes,30.0,Not Specified
3314,PO07313,2022-05-11 00:23:29.000000,2022-05-11 00:23:29.000000,2022-05-31 05:20:15.306592,2022-05-18 00:26:33.000000,2022-05-18,2779.8,252.71,2527.09,2779.8,0.0,2779.8,AUD,1.0,Paid,done,Buy online,,0,Pelican Products Pty Ltd,Tim Affleck,Jamie Ball,Anna Bui,R002 - Technology Development,yes,0.0,Expense
292,PO04291,2020-10-09 03:30:54.000000,2020-10-09 03:30:54.000000,2022-02-11 10:59:38.447029,2020-11-13 03:37:50.000000,2020-11-13,2269.0,0.0,2269.0,2269.0,0.0,2269.0,USD,1.0,Paid,purchase,Quote: 116915,non_capital,0,Protocase,Jamie Ball,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Not Specified
1552,PO05551,2021-07-01 03:48:14.000000,2021-07-31 03:48:14.000000,2022-02-11 10:59:38.447029,2021-08-26 03:49:47.000000,2021-09-25,2400.0,0.0,2400.0,2400.0,0.0,2400.0,USD,1.0,Paid,purchase,,non_capital,0,"Fujian Dayoptics, Inc",John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Inventor
1589,PO05588,2021-07-07 02:22:05.000000,2021-07-07 02:22:05.000000,2022-02-11 10:59:38.447029,2021-07-14 02:23:35.000000,2021-07-14,19.0,1.82,17.18,19.0,0.0,19.0,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Bolt & Nut Australia,George Tsoukalas,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,0.0,Expense
1373,PO05372,2021-06-03 00:28:49.000000,2021-06-03 00:28:49.000000,2022-02-11 10:59:38.447029,2021-08-18 00:33:35.000000,2021-08-18,1330.0,0.0,1330.0,1330.0,0.0,1330.0,USD,1.0,Paid,purchase,,non_capital,0,"OptiSpac, Inc",John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Not Specified
2469,PO06468,2021-11-16 23:21:54.000000,2021-11-16 23:21:54.000000,2022-02-11 10:59:38.447029,2021-11-16 23:24:02.000000,2021-11-16,378.54,33.92,344.62,378.54,0.0,378.54,AUD,1.0,Paid,purchase,Quote No. Q0014815,non_capital,0,SAI GLOBAL LIMITED SYDNEY AUS,James Smith,Jamie Ball,OdooBot,Engineering - Software,yes,0.0,Expense
173,PO04172,2020-08-18 00:59:15.000000,2020-08-18 00:59:15.000000,2022-02-11 10:59:38.447029,2020-08-18 00:59:45.000000,2020-08-18,3239.5,294.5,2945.0,3239.5,0.0,3239.5,AUD,1.0,Paid,purchase,,non_capital,0,Improve Consulting Pty Ltd (T/A Lauren Jones),Leandro Guerra,Leandro Guerra,OdooBot,C004 - NPI,yes,,Not Specified
3202,PO07201,2022-04-06 17:28:35.000000,2022-04-06 17:28:35.000000,2022-05-02 03:28:52.590889,2022-04-28 17:30:03.000000,2022-04-28,461.86,41.49,420.37,462.41,-0.55,462.41,AUD,1.0,Paid,done,Quote: SW21 - 0000550803,,0,CBC Australia Pty Limited,Katie Chong,Allen Yavelberg,Anna Bui,R002 - Technology Development,yes,,Expense
2172,PO06171,2021-10-07 23:10:33.000000,2021-11-06 23:10:33.000000,2022-02-11 10:59:38.447029,2021-11-11 23:11:39.000000,2021-12-11,3899.39,354.49,3544.9,320.31,3579.08,320.31,AUD,1.0,Not Paid,done,,non_capital,0,Open Wiring Systems,Kaushalya Satharasinghe,Jamie Ball,OdooBot,R002 - Technology Development,no,30.0,Inventor
2983,PO06982,2022-02-14 23:30:02.000000,2022-03-16 23:30:02.000000,2022-03-22 23:25:37.420133,2022-02-28 23:30:02.000000,2022-03-30,251.59,22.87,228.72,251.59,0.0,251.59,AUD,1.0,Paid,done,Order online using trade account,,0,RS Components Pty Ltd,Campbell Carney,Jamie Ball,Nikki Tang,R018 - Engineering - PMO,yes,30.0,Expense
1595,PO05594,2021-07-07 23:11:15.000000,2021-07-07 23:11:15.000000,2022-02-11 10:59:38.447029,2021-08-31 23:12:17.000000,2021-08-31,2610.0,0.0,2610.0,2610.0,0.0,2610.0,USD,1.0,Paid,purchase,Quote: TFC2021070701,non_capital,0,"Suzhou TFC Optical Communication Co.,Ltd",John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Expense
2990,PO06989,2022-02-15 23:11:21.000000,2022-02-15 23:11:21.000000,2022-03-02 05:27:24.507104,2022-02-22 23:13:58.000000,2022-02-22,526.17,47.36,478.81,526.17,0.0,526.17,AUD,1.0,Paid,done,Q220104,,0,Esis Pty Ltd,Jamie Ball,Jamie Ball,Anna Bui,A018 - Facilities,yes,0.0,Expense
2054,PO06053,2021-09-23 03:37:47.000000,2021-09-23 03:37:47.000000,2022-02-11 10:59:38.447029,2021-11-25 02:41:19.000000,2021-11-25,2079.0,189.0,1890.0,2079.0,0.0,2079.0,AUD,1.0,Paid,purchase,Proposal #61179,non_capital,0,Pinnacle Safety and Training,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,0.0,Expense
2404,PO06403,2021-11-09 23:00:00.000000,2021-11-09 23:00:00.000000,2022-02-11 10:59:38.447029,2021-11-21 23:00:30.000000,2021-11-21,4200.0,0.0,4200.0,4583.25,-383.25,4583.25,USD,1.0,Paid,purchase,BARJ433-6,non_capital,0,Network PCB,John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,0.0,Inventor
3420,PO07419,2022-06-01 09:57:29.000000,2022-06-01 09:57:29.000000,2022-08-25 00:16:12.517332,2022-06-01 09:58:11.000000,2022-06-01,2460.36,0.0,2460.36,2460.36,0.0,2460.36,USD,1.0,Paid,purchase,,,0,"Bomatec (Ningbo) Trading Co., Ltd.",George Tsoukalas,Michael Chang,Michael Chang,R002 - Technology Development,yes,0.0,Expense
1262,PO05261,2021-05-09 23:23:19.000000,2021-05-09 23:23:19.000000,2022-02-11 10:59:38.447029,2021-05-13 23:23:29.000000,2021-05-13,118.25,10.75,107.5,118.25,0.0,118.25,AUD,1.0,Paid,purchase,,non_capital,0,NSK,Duncan Ross,Jamie Ball,OdooBot,Engineering - Software,yes,0.0,Not Specified
2543,PO06542,2021-11-25 23:09:09.000000,2021-11-25 23:09:09.000000,2022-02-11 10:59:38.447029,2021-12-15 23:14:57.000000,2021-12-15,423.2,38.47,384.73,423.2,0.0,423.2,AUD,1.0,Paid,purchase,,non_capital,0,Core Electronics ,Jamie Ball,Jamie Ball,OdooBot,R010 - Engineering - Systems,yes,0.0,Expense
57,PO04056,2020-07-10 00:31:49.000000,2020-07-10 00:31:49.000000,2022-02-11 10:59:38.447029,2020-08-07 00:31:49.000000,2020-08-07,540.0,0.0,540.0,540.0,0.0,540.0,USD,1.0,Paid,purchase,,non_capital,0,Grand Venture Technology,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,,Not Specified
366,PO04365,2020-10-30 05:17:14.000000,2020-10-30 05:17:14.000000,2022-02-11 10:59:38.447029,2020-12-09 05:18:21.000000,2020-12-09,6530.0,0.0,6530.0,6530.0,0.0,6530.0,USD,1.0,Paid,purchase,Email Quote Jack Yeoh 22/10/2020,non_capital,0,AVNET,Michael Woods,Jamie Ball,OdooBot,R014 - Engineering - Electronics,yes,0.0,Not Specified
1484,PO05483,2021-06-22 00:53:06.000000,2021-07-22 00:53:06.000000,2022-02-11 10:59:38.447029,2021-07-15 00:53:06.000000,2021-08-14,1080.0,0.0,1080.0,1080.0,0.0,1080.0,USD,1.0,Paid,purchase,PI No.: 210621-DJ-M1613,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Duncan Ross,Jamie Ball,OdooBot,Engineering - Software,yes,30.0,Not Specified
2544,PO06543,2021-11-25 23:20:53.000000,2021-12-25 23:20:53.000000,2022-02-11 10:59:38.447029,2021-12-02 23:21:37.000000,2022-01-01,566.72,51.52,515.2,566.72,0.0,566.72,AUD,1.0,Paid,purchase,Quote: Q212348,non_capital,0,Maytec Australia Pty Ltd,Jamie Ball,Jamie Ball,OdooBot,R010 - Engineering - Systems,yes,30.0,Expense
1942,PO05941,2021-09-03 23:56:47.000000,2021-09-17 23:56:47.000000,2022-02-11 10:59:38.447029,2021-09-03 23:57:39.000000,2021-09-17,2882.0,262.0,2620.0,2882.0,0.0,2882.0,AUD,1.0,Paid,purchase,Invoice 874,non_capital,0,Oxford Comma,Jamie Ball,Jamie Ball,OdooBot,A010 - Marketing,yes,14.0,Expense
2952,PO06951,2022-02-09 04:18:28.000000,2022-03-11 04:18:28.000000,2022-03-09 03:41:41.724352,2022-02-23 04:19:52.000000,2022-03-25,2035.0,185.0,1850.0,2035.0,0.0,2035.0,AUD,1.0,Paid,done,Quotation No. C12392,,0,HI-TECH METROLOGY PTY. LTD.,Tim Affleck,Jamie Ball,Nikki Tang,C004 - NPI,yes,30.0,Expense
1698,PO05697,2021-07-21 04:31:48.000000,2021-08-20 04:31:48.000000,2022-02-11 10:59:38.447029,2021-08-04 07:08:25.000000,2021-09-03,1556.41,0.0,1556.41,1556.41,0.0,1556.41,USD,1.0,Paid,purchase,,non_capital,0,Thorlabs Inc,Michael Chang,Michael Chang,OdooBot,C002 - Supply Chain,yes,30.0,Inventor
2099,PO06098,2021-09-29 23:05:18.000000,2021-10-29 23:05:18.000000,2022-02-11 10:59:38.447029,2021-10-13 22:05:45.000000,2021-11-12,1200.0,0.0,1200.0,1200.0,0.0,1200.0,USD,1.0,Paid,purchase,,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Srivaths Ramkumar,Jamie Ball,OdooBot,R008 - Engineering - Mechanical,yes,30.0,Inventor
1804,PO05803,2021-08-09 05:26:33.000000,2021-09-08 05:26:33.000000,2022-02-11 10:59:38.447029,2021-09-02 05:27:12.000000,2021-10-02,4400.0,0.0,4400.0,4400.0,0.0,4400.0,USD,1.0,Paid,purchase,,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Duncan Ross,Jamie Ball,OdooBot,Engineering - Software,yes,30.0,Inventor
2073,PO06072,2021-09-27 22:04:35.000000,2021-09-27 22:04:35.000000,2022-02-11 10:59:38.447029,2021-10-05 22:04:35.000000,2021-10-05,2684.4,0.0,2684.4,2936.06,-251.66,2936.06,USD,1.0,Paid,purchase,BARJ427-6,non_capital,0,Network PCB,John Levstek,Gwen Perry,OdooBot,R002 - Technology Development,yes,0.0,Inventor
1349,PO05348,2021-05-31 02:17:52.000000,2021-05-31 02:17:52.000000,2022-02-11 10:59:38.447029,2021-06-18 02:18:14.000000,2021-06-18,799.6,72.69,726.91,799.6,0.0,799.6,AUD,1.0,Paid,purchase,Buy online,non_capital,0,Hare & Forbes Machineryhouse,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,0.0,Not Specified
312,PO04311,2020-10-15 02:56:08.000000,2020-11-14 02:56:08.000000,2022-02-11 10:59:38.447029,2020-10-19 02:56:37.000000,2020-11-18,124.95,11.36,113.59,124.95,0.0,124.95,AUD,1.0,Paid,purchase,Bought Online,non_capital,0,Yellow Duck Baby Gifts & Hampers,Jamie Ball,Jamie Ball,OdooBot,A016 - People and Culture,yes,30.0,Not Specified
1848,PO05847,2021-08-16 05:27:26.000000,2021-08-16 05:27:26.000000,2022-02-11 10:59:38.447029,2021-08-30 05:29:04.000000,2021-08-30,1100.0,100.0,1000.0,1100.0,0.0,1100.0,AUD,1.0,Paid,purchase,Quote: 20730,non_capital,0,Special - T Operations Pty Ltd,Matt Haines,Jamie Ball,OdooBot,R016 - Engineering - Optical,yes,0.0,Inventor
682,PO04681,2021-01-20 22:28:56.000000,2021-02-19 22:28:56.000000,2022-02-11 10:59:38.447029,2021-01-27 22:48:43.000000,2021-02-26,85.0,0.0,85.0,85.0,0.0,85.0,USD,1.0,Paid,purchase,PI No.: 210120-DJ-M145,non_capital,0,"DJ MODEL & TOOLING CO.,LIMITED",Lachlan Cocca,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Not Specified
44,PO04043,2020-07-08 02:06:28.000000,2020-07-08 02:06:28.000000,2022-02-11 10:59:38.447029,2020-07-17 02:09:00.000000,2020-07-17,148.5,13.5,135.0,148.5,0.0,148.5,AUD,1.0,Paid,purchase,Quote: 1086,non_capital,0,Aussie Dinkum Calibration,Tim Affleck,Jamie Ball,OdooBot,C004 - NPI,yes,,Not Specified
1987,PO05986,2021-09-13 22:50:10.000000,2021-10-13 22:50:10.000000,2022-02-11 10:59:38.447029,2021-09-20 22:36:53.000000,2021-10-20,975.99,0.0,975.99,975.99,0.0,975.99,USD,1.0,Paid,purchase,Order online using trade account,non_capital,0,"Mouser Electronics, Inc.",John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Expense
3035,PO07034,2022-02-25 02:29:16.000000,2022-03-27 02:29:16.000000,2022-03-29 23:30:53.302501,2022-03-11 02:30:21.000000,2022-04-10,616.0,56.0,560.0,616.0,0.0,616.0,AUD,1.0,Paid,done,QT-1352,,0,Samec Pty Ltd,Kevin Nguyen,Jamie Ball,Nikki Tang,R018 - Engineering - PMO,yes,30.0,Expense
1540,PO05539,2021-06-29 23:07:34.000000,2021-07-29 23:07:34.000000,2022-02-11 10:59:38.447029,2021-07-26 22:42:16.000000,2021-08-25,20952.0,0.0,20952.0,20952.0,0.0,20952.0,USD,1.0,Paid,purchase,,non_capital,0,Lumentum Operations LLC (For US orders),John Levstek,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Not Specified
2828,PO06827,2022-01-17 04:16:11.000000,2022-02-16 04:16:11.000000,2022-03-16 02:34:16.233430,2022-02-04 04:16:11.000000,2022-03-06,570.0,0.0,570.0,570.0,0.0,570.0,USD,1.0,Paid,done,PI No.: 220112-DJ-M085,,0,"DJ MODEL & TOOLING CO.,LIMITED",Fernando Diaz,Jamie Ball,Nikki Tang,R002 - Technology Development,yes,30.0,Expense
521,PO04520,2020-12-08 23:09:37.000000,2020-12-08 23:09:37.000000,2022-02-11 10:59:38.447029,2020-12-17 23:14:49.000000,2020-12-17,8222.5,747.5,7475.0,8222.5,0.0,8222.5,AUD,1.0,Paid,purchase,Quote: 1557,non_capital,0,Global 3D Pty Ltd,Matt Haines,Jamie Ball,OdooBot,R016 - Engineering - Optical,yes,0.0,Not Specified
2465,PO06464,2021-11-16 23:01:45.000000,2021-11-16 23:01:45.000000,2022-02-11 10:59:38.447029,2021-11-15 23:04:50.000000,2021-11-15,975.0,0.0,975.0,975.0,0.0,975.0,AUD,1.0,Paid,purchase,Quote: 42,non_capital,0,Jim Rice Photography,Daisy Johnson,Jamie Ball,OdooBot,A010 - Marketing,yes,0.0,Expense
249,PO04248,2020-09-22 00:59:09.000000,2020-10-22 00:59:09.000000,2022-02-11 10:59:38.447029,2020-09-29 01:01:01.000000,2020-10-29,595.0,0.0,595.0,595.0,0.0,595.0,USD,1.0,Paid,purchase,Buy Online,non_capital,0,Acktar Ltd,Dylan Callender,Jamie Ball,OdooBot,R002 - Technology Development,yes,30.0,Not Specified
